UserID,Gender,Age,Zip-code_1,Zip-code_2,Zip-code_3,Zip-code_4,Zip-code_5,Zip-code_6,Zip-code_7,Zip-code_8,Zip-code_9,Occupation_0,Occupation_1,Occupation_2,Occupation_3,Occupation_4,Occupation_5,Occupation_6,Occupation_7,Occupation_8,Occupation_9,Occupation_10,Occupation_11,Occupation_12,Occupation_13,Occupation_14,Occupation_15,Occupation_16,Occupation_17,Occupation_18,Occupation_19,Occupation_20,Documentary,Sci-Fi,Musical,1950s,War,1980s,Western,Horror,1990s,2000s,1940s,Crime,Romance,Fantasy,1920s,Adventure,1960s,1910s,Action,1970s,Animation,Comedy,Thriller,Mystery,1930s,Children's,Film-Noir,Drama
11,0,0.44642857142857145,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012301648186750199,0.012041365096476032,0.03263177380608488,0.09162646789685325,0.045106803984349006,0.1965721011649823,0.008201075882149559,0.032631671191440975,1.0,0.008027231059368332,0.06248128874320253,0.09702363676506538,0.18628306867599784,0.012301962110073074,0.02911452969343637,0.06901474839435043,0.0,0.012376913554046288,0.09283672163622086,0.061509755768777534,0.0,0.742065830172615,0.1770371100331331,0.032634000286269955,0.04492371900661411,0.0162288095846882,0.050292430556692615,0.5859901586738951
12,1,0.44642857142857145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1934278357796347,0.05128393056497927,0.07692491364964929,0.0,0.025642479147574067,0.23076878920489696,0.3640837401075078,0.02563995535450116,0.3333261726844837,0.10256075072003946,0.07692529416999662,0.3846054297672888,0.025642635258485796,0.5819905503236946,0.11170930578287937,0.2564066891105042,0.10256652117796622,0.025629788631374988,0.410246375712136,0.5384570448075674,0.7008953644401452,0.38460907885847234,0.23077283671974136,0.02564266940774773,0.07692491364964929,0.07692491364964929,0.02564266940774773,1.0
13,1,0.8035714285714286,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08234102248588115,0.5317900745417579,0.017341462985706903,0.03468245967150206,0.15606780405704718,0.43930621460381464,0.017341355023188194,0.028901415593569745,0.8034623721320747,0.0,0.16189774504566723,0.0924849726213149,0.16184939478471533,0.16763039429194315,0.024473353140521306,1.0,0.04624321858519271,0.005781318108558995,0.9017293812238879,0.0809249587755449,0.011560734720196374,0.19653134254832721,0.2716742966379742,0.03468206045129251,0.005780649450108559,0.15028956406715183,3.5192550022976514e-07,0.35259746976534584
14,1,0.625,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12790308267130782,0.056777845218807264,0.4024403148417966,0.02839006339828176,0.04258473771588598,0.1135557894601726,0.2845212119560343,0.07097264420045768,0.42583700082872583,0.08516765926626689,0.042583383806991414,0.08516843388724564,0.19872330873565375,0.256984029819228,0.07371354895787036,1.0,0.5290516662339547,0.0,0.11355673063701663,0.04258473769951809,0.31305388860879674,0.19872207543331935,0.08516780554764378,0.04258418859060294,0.2243913161594059,0.5056206137117595,0.2060564592731146,0.4542262698838665
15,1,0.44642857142857145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021505439778353296,0.10104380186259221,0.02590557025347952,0.03486220465560225,0.08809389130573163,0.054412762742603704,0.015544510462746757,0.04404801275092686,1.0,0.0984930217227298,0.026238676494634783,0.1787861751877714,0.13212115507106237,0.0336928927763111,0.004484673625076992,0.12438195935038239,0.00777863579457454,0.0,0.3368017946877609,0.0233213115942859,0.010362843430715099,0.32122989609483404,0.39643858053908876,0.10883625785012278,0.015747624883891545,0.010366749583063472,0.0025952651246570722,0.502640039479395
16,0,0.625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08428307273006587,0.19298197648859924,0.07017585063381504,0.03508758485387602,0.017543666700393697,0.15789461582815262,0.03508767107947415,0.03508775230371277,1.0,0.22347447253231756,0.052631086885875394,0.0,0.4385969173808826,0.19980830757942736,0.09931611441377675,0.1403509118543351,0.0,0.04004659930215233,0.15789427758277683,0.5592147746538696,0.2280708464206157,0.8421046694012654,0.15789400889455912,0.052631086885875394,0.23666105837823012,0.12280698703048923,0.03508800876372896,0.15789399887483876
17,1,0.8928571428571429,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005763304378265979,1.0,0.017290946482463324,0.10951069476299084,0.11527168558181182,0.3746391715938662,0.01152720118454567,0.15273819633415212,0.9481093843773044,0.10950399488317245,0.04034361982120881,0.19308058304638903,0.12967986771366913,0.08357408665990608,0.0028818350467215057,0.3054755619576569,0.0662826868376086,0.002881974040420723,0.5388987956777449,0.1671466494304888,0.09509823005047321,0.31123414899739926,0.4783800785528129,0.08357203236072244,0.0,0.09798153172400206,0.10950770699879163,0.6195831872507621
18,0,0.32142857142857145,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011451627997504786,0.26277874991018985,0.18584317808713735,0.0592515762885562,0.15109049591946183,0.5606385624586643,0.05180531609427079,0.026983528512702373,1.0,0.026983915959451623,0.026985169224354216,0.19577258162240155,0.3149188834833371,0.20320438778024738,0.005258031614593587,0.46879133736399947,0.13619743350741798,0.0,0.6797623818262009,0.12130487980567267,0.34718364745367,0.49611277569578693,0.2081796640580244,0.05428946044270082,0.031949715803469746,0.5482340535959876,0.01953820876929964,0.7517975705358672
19,1,0.017857142857142856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.4030900535218998,0.1522131003737949,0.06428623967922721,0.08143053148979482,0.46065255325460625,0.003258103485535217,0.43497499950385426,1.0,0.11877184401911531,0.04007588439511229,0.15879911454706294,0.19607026627340737,0.06508282910806523,0.003706431494067064,0.37418104080348963,0.1257029355822223,0.0003430937184571006,0.8501451503839771,0.25068059168679757,0.26537494330359807,0.6970036977151549,0.418379888230724,0.05373216808560537,0.06424533253084418,0.24080079478362873,0.0033882683765353652,0.3797841868538204
20,1,0.44642857142857145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12657408076154236,0.5733165402192533,0.23856029713482446,0.22148233768405876,0.17333794547064937,0.26665076748480204,0.17718317974202563,0.013341047334407401,0.7733643014110991,0.18666857355387467,0.16705324422254883,0.20002041668083131,0.08000551733441594,0.25640441433332284,0.02568037698837365,0.2266596889359948,0.30977207522834477,0.0,1.0,0.05333205406082285,0.2924804554378022,0.18666888600564177,0.4400214387643796,0.06667899026359171,0.0824525044556731,0.38775207087680275,0.026675294585634675,0.3600002989468078
21,1,0.32142857142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.21097676653316463,0.434051786124399,0.057874091946816884,0.5136811334875362,0.11574654691596802,0.31830442626563715,0.05787319271020678,0.0,0.7812974268398448,0.11574818389363377,0.0,0.0,0.11574654691596802,0.6688298485706501,0.12557684615778109,0.46299073335162994,0.6960067953996609,0.02893498782267735,0.43405095664102744,1.0,0.8391739212261164,0.4051165899630123,0.057873952463285236,0.0,0.2756011822445754,0.37618170133783263,0.057874016704569924,0.0
22,1,0.32142857142857145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005924241322237094,0.32531493783575155,0.033246257783945986,0.029077061738272268,0.09097119641312068,0.5832508200018066,0.019590916946193086,0.1729916734390906,1.0,0.02343894830604207,0.005919326853105875,0.1528605758704795,0.13794271460692062,0.08035590517700854,0.011077474459298554,0.28918060575079924,0.005919441748305551,0.0,0.5138524105750231,0.06116143644368082,0.07422318291836717,0.8493738225590952,0.4433941032677589,0.04482579282139993,0.003187341135520477,0.12165505842724181,0.014115890597026136,0.3902548166220875
23,1,0.625,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197816759652872,0.7779527204387117,0.025198023520543116,0.044561065133630465,0.09656970428177593,0.5935477486642542,0.014183064526829726,0.2575614469176775,1.0,0.05057787979526523,0.025385810187255883,0.3501896127681406,0.19005732360875424,0.14017577923072017,0.02665485270579212,0.3766004779528596,0.10885286398560003,0.0,0.7495010746334041,0.2567283313883814,0.08138751390343127,0.6592365833952132,0.6208172468203589,0.08418840307403001,0.06847454389197884,0.1118308361954908,0.05618368597389943,0.48955616953610576
24,0,0.44642857142857145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014166520683639942,0.16889574947452413,0.11221646183870455,0.09716249687065927,0.16055884528493408,0.8081081248856327,0.03305795709769719,0.046105972192815745,0.8052942377394604,0.0,0.03777802396035779,0.2030629709166268,0.543678284849197,0.08500335295163147,0.026919101449073987,0.34946425446970225,0.047225035413612344,0.01953228417911274,0.36835000883703173,0.17833950315472333,0.0566678944982851,1.0,0.08972518644270548,0.009445207971065874,0.03778191648771206,0.06611350191299689,0.014168319909517304,0.9664523527350757
25,1,0.32142857142857145,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008058887834529042,0.773472608424647,0.001459851439200586,0.11918798636330079,0.24758302678232727,0.3474352253872799,0.021366238341197,0.03467198046738807,1.0,0.141448035262954,0.08262494542715541,0.04132476531776051,0.10136729916765091,0.09455163503699365,0.018596197971004803,0.5339475046228628,0.15924307382316105,0.0,0.8530372449082326,0.0413261861724345,0.12814285765696437,0.4742801103518722,0.280902522294903,0.008059387656698159,0.0536637303812395,0.1279811325760722,0.014712114098671956,0.3612288045992722
26,1,0.44642857142857145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016755358819315964,0.12330507393146391,0.040429459730315004,0.02716190667372489,0.05047149033012314,0.44219801966367694,0.016171669704233588,0.026295622604079905,1.0,8.833840135877787e-06,0.020443127140979636,0.04654344783109322,0.46873096985891594,0.03234074429374058,0.0034941073770238993,0.13935002205376562,0.02430196556893981,0.0,0.27273708950526654,0.09719461495027484,0.03839228771564903,0.7635220047092582,0.21823621761766077,0.042479370866540495,0.012269319214163759,0.09089627037843974,0.0020440889569922982,0.6708476958877957
27,1,0.44642857142857145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1347414669972844,0.14285693985224251,0.03571374384914939,0.4999987021036199,0.27381106396596827,0.4285716106414806,0.08333298176559652,0.0357135558567734,0.35714021104227717,0.0,0.4523792917731372,0.2738057231600255,0.2738087408568531,0.20238169187717253,0.06581671406316793,0.2857178694516214,0.3690488470653068,0.023803526552998236,0.21428453272169495,0.3928542022671074,0.05952319293358773,0.952376151868855,0.3452349307750699,0.17856902915393277,0.14285641440976116,0.13095219550155288,0.5952314208569031,1.0
28,0,0.44642857142857145,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049354799693235384,0.2793532727998423,0.09339770039578053,0.09277021726677107,0.17133922625228817,0.4788812283726419,0.02277286826882656,0.13142168373027852,0.9003375516915376,0.0,0.2089422784261467,0.11554167304237514,0.5422032845490767,0.04575438845865938,0.009033081825824173,0.21666661032624593,0.11617372815172011,1.742228176413905e-05,0.40283334814624155,0.27057379221257927,0.030924676697510423,0.7601324741325481,0.3940557186171558,0.07709684724140008,0.03029237992813919,0.07793848117546248,0.10760062034891445,1.0
29,1,0.625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03320973233262767,0.31577656706320434,0.013159869603184538,0.10086617822878842,0.19735740512341352,0.35086147512868043,0.039476179889111195,0.07455905351121117,0.30261377306701503,0.008773901244914598,0.0,0.09208667220472026,0.07017694944848221,0.030696644912095852,0.03391274611973501,0.3157645288729134,0.19296970376183986,0.0022347769249441013,1.0,0.22367191911689563,0.00877397676625318,0.1184213735214818,0.36840613959571294,0.004384216624827136,0.008768277617282497,0.15201154908185632,0.013152679081628926,0.2762783190924604
30,0,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235296802058659,0.10588215970800359,0.0,0.2729660122214869,0.07058827585189265,0.10588151731087826,0.07520502004065821,0.0,1.0,0.1176472255203309,0.20336020363097498,0.1647060949974334,0.16470657437378508,0.03529362721182802,0.046209882200224164,0.023529821967233126,0.26668630067600174,0.015090259294147198,0.11764754523659762,0.3557487976921244,0.011764915460292766,0.21176405454366817,0.2470593411479206,0.05882383417311601,0.12093096148112514,0.03529362721182802,0.02352957686921112,0.7764696400192675
31,1,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08013845131772421,0.06968588922617842,0.11846691991075871,0.038327449485760036,0.3449471844258233,0.04529601796247282,0.04181116611168619,0.1707316453700661,9.192529078430794e-08,0.0766550134553469,0.0731705038982207,0.21254366068187922,0.017421564545019134,0.017421202811586767,0.12194923934477744,0.11846605686066872,0.0018696879107315382,0.16376132851624792,0.14634119260304795,0.027874591330697092,1.0,0.04878051926211847,0.03135872943273575,0.07665452332131388,0.06271777500060212,0.033541123408955924,0.17073165096478182
32,0,0.44642857142857145,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07858193976096027,0.10526367906413238,0.04210314145500621,0.010525773430455172,0.09473428696060808,0.1894606642528174,0.010524495733811196,0.2485259655405498,1.0,0.01052206350760359,0.1336130518880111,0.11578984031599024,0.2736855163264482,0.010527042115132225,0.02368096270107027,0.010525371941538776,0.1783732075792325,0.011405480802312646,0.13684572507828552,0.010524897267004174,0.07367933515462352,0.31576969792992277,0.5894851891738264,0.0,0.0792913919030213,0.042100432759994845,0.0,0.6526297937338645
33,1,0.8035714285714286,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012956088093953601,0.3257639006298501,0.08868185768898766,0.23312247935537497,0.1388977329979783,0.601673366606518,0.06098411311383657,0.3367496942889363,0.7035720502148552,0.0023970293778844153,0.11149718949439176,0.26387534069863217,0.22750859380339983,0.035203290784991736,0.004975550412871949,0.2368316821541109,0.26405663103450255,0.0,0.5129468760625968,0.42821204397010787,0.012709523363239068,0.43339979547593643,0.6170938243630867,0.10346888120650527,0.055376784897412545,0.07362712444308922,0.055723656768524955,1.0
34,0,0.32142857142857145,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014383193700329863,0.058956434776834356,0.026506514938485725,0.017656376293479797,0.01765711042037716,0.5457022200944986,0.0029071163174905373,0.11500501508031863,0.6548565376567965,0.05305683704952109,0.032908541401724535,0.0412559988601073,0.5044107873576272,0.026506749157465592,0.0,0.10025609300825097,0.03240639593384808,0.00033621718998774893,0.14155682674590997,0.035356201766392675,0.04420564950536268,1.0,0.1356569800800423,0.01470714864194791,0.0058569553664252335,0.07665521473390266,0.01671568682256908,0.3952537787893952
35,1,0.8035714285714286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019602447003440184,0.04395789980984424,0.21245468367776257,0.25275117242509815,0.1172176839931155,0.35897276113371906,0.1391931317879752,0.0,0.4981799909410275,0.03663216731891141,0.05494613242891995,0.05860997305393314,0.5274852320700201,0.010989817288117534,0.02688975295220727,0.09157706940921106,0.2637346384389954,3.1750158123043634e-06,0.16483938173725654,0.26376246872704806,0.047620650309752835,0.6557133095708854,0.16849969720314642,0.10622926701363629,0.025641213198374053,0.07326093245608374,0.007326243962710132,1.0
36,1,0.44642857142857145,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13594642841235782,0.1347082965303952,0.08407157379596933,0.06777910026047465,0.31660127670929583,0.3974712465818605,0.019711335236867186,0.05710516331565518,0.5622367012346146,0.1321975632439175,0.005246475301136225,0.1586265293207733,0.20479877217811243,0.06512817901511975,0.010464645012355861,0.2499100156470873,0.0819596877077135,0.0,0.5106716997790629,0.13581568022397025,0.1396680144961349,1.0,0.24742411928331842,0.08715643945917069,0.023738678053146195,0.16102582707781155,0.034044202619208805,0.3947044124395584
37,0,0.44642857142857145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08769996377872129,0.03418293153840685,0.22222763949187252,0.059830257104867515,0.11110775886567202,0.2649385960536272,0.09004722274176948,0.0,0.6752121829145709,0.025641310334366816,0.025641367232086928,0.0,1.0,0.01709446916097344,0.05546673215184282,0.10254895694387364,0.06837742249324452,0.02634838335382986,0.18802167024148228,0.03418940473342431,0.08547137887006138,0.7264875961030708,0.08547273639258755,0.02564120954411976,0.06837709517837053,0.11110452672935497,0.09821740536899368,0.23930951416979745
38,0,0.32142857142857145,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004629491729984927,0.013889051973971188,0.08333566910714206,0.009259598557123097,0.023147331812895213,0.07870391296832217,0.029399421014312293,0.08638797296436689,1.0,0.02777869615753506,0.05171189946925157,0.02777888287164574,0.6990675392351233,0.09529980911444103,6.711209066079342e-05,0.0277782601317584,0.0185187063549235,0.0005947521667729064,0.06944464549716528,0.004630029462890017,0.0972250331224811,0.6018512915543565,0.1018519900878509,0.0,0.025025235667844994,0.16667134271234801,0.026299757327056854,0.5138895747514085
39,1,0.32142857142857145,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07564561753072666,0.12056741922678087,0.14974709839978806,0.13246899340184742,0.0175701667604747,0.04926116771158577,0.10200981059326539,0.05718410009727515,1.0,0.16018177991589017,0.11439246293212622,0.15225732395012692,0.144335311032201,0.16484403553619062,0.02838069601953561,0.10472161375243767,0.2091059076445,0.0,0.2394105801522197,0.0254923424276321,0.12056728983756074,0.6355493268823204,0.20771745324840085,0.07302903027769357,0.06094223788978319,0.08887560753554925,0.025492303235118773,0.38201957806618364
40,1,0.8035714285714286,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08959605641250265,0.3581118985388382,0.03378439962488166,0.22297693138113286,0.7027248703670284,0.42567617714268796,0.013513601038282783,0.0,0.30406015059273617,0.006756899934612424,0.14865310609347693,0.006756604673134389,0.1959486601265464,0.13513570029312014,0.02959699496169694,1.0,0.1486503380840738,0.013516541596609801,0.7297389945981458,0.13513887510641331,0.01351343219149801,0.2567608409262562,0.16892237149512707,1.019898589584982e-07,0.08783868260016943,0.1554054856580383,0.01351343219149801,0.40541241422952345
41,0,0.32142857142857145,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2832149529687252,0.4877949214591105,0.09755908081597123,0.645459434048312,0.31706583939999794,0.26828635157156033,0.2458600654168585,0.14634380453373286,1.0,0.04878192096151995,0.46819644018028495,0.6354025653021723,0.46341097805958864,0.19511758002821997,0.1117709612807217,0.39023548488772136,0.09755844043314912,0.05191591840174719,0.4634068999157771,0.09755879001410998,0.14633802102088403,0.1707294083860042,0.2439076433599515,0.0,0.26894753956856027,0.21950638962103916,0.30680610984021467,0.5853632789421771
42,1,0.44642857142857145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6078108379436334e-06,0.959636043054057,0.020174678960211342,0.06340153183878736,0.10374700865894702,0.7204674566081929,0.02881971697900271,0.08933817506145864,0.6167164009103208,0.03170147937525615,0.0028835243906359075,0.12103964281669793,0.15562268396582352,0.1757949314299277,0.004989219300274402,0.5360216520753084,0.0864567833849948,0.0,1.0,0.24207490688324612,0.028819350915765422,0.46110784769529695,0.4121042807890597,0.037465028570283145,0.014411185408703954,0.08357628194805804,0.005764627103643084,0.31124277844547044
